product_name,supplier_item_code,detail_url,image_url,page_number,taxonomy_label,match_type,match_confidence
Farola Derecho Para Hyundai Tucson Modelos 2006 A 2010 Todo,3097,https://www.partcar.com.co/importacion-1/farola-hyundai-tucson-2006%E2%80%932010-derecho-todo,https://www.autolatas.co/cat/3097.jpg,1,lighting_headlamps,category_only,medium
Farola Derecha Para Hyundai I10 Modelos 2012 A 2016 Tyc,3091,https://www.partcar.com.co/importacion-1/farola-hyundai-i10-2012%E2%80%932016-derecha-tyc,https://www.autolatas.co/cat/3091.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierda Para Hyundai I10 Modelos 2012 A 2016 Tyc,3090,https://www.partcar.com.co/importacion-1/farola-hyundai-i10-2012%E2%80%932016-izquierda-tyc,https://www.autolatas.co/cat/3090.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai H1 Modelos 2005 A 2008 Sm,3089,https://www.partcar.com.co/importacion-1/farola-hyundai-h1-2005%E2%80%932008-derecho-sm,https://www.autolatas.co/cat/3089.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai H1 Modelos 2009 A 2016 Sp,3087,https://www.partcar.com.co/importacion-1/farola-hyundai-h1-2009%E2%80%932016-derecho-sp,https://www.autolatas.co/cat/3087.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai H1 Modelos 2009 A 2016 Sp,3086,https://www.partcar.com.co/importacion-1/farola-hyundai-h1-2009%E2%80%932016-izquierdo-sp,https://www.autolatas.co/cat/3086.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Getz Modelos 2003 A 2005 Sm,3085,https://www.partcar.com.co/importacion-1/farola-hyundai-getz-2003%E2%80%932005-derecho-sm,https://www.autolatas.co/cat/3085.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Getz Modelos 2003 A 2005 Sm,3084,https://www.partcar.com.co/importacion-1/farola-hyundai-getz-2003%E2%80%932005-izquierdo-sm,https://www.autolatas.co/cat/3084.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Getz Modelos 2003 A 2005 Depo,3083,https://www.partcar.com.co/importacion-1/farola-hyundai-getz-2003%E2%80%932005-derecho-depo,https://www.autolatas.co/cat/3083.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Getz Modelos 2003 A 2005 Depo,3082,https://www.partcar.com.co/importacion-1/farola-hyundai-getz-2003%E2%80%932005-izquierdo-depo,https://www.autolatas.co/cat/3082.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Excel Modelos 1993 A 1994 Depo,3079,https://www.partcar.com.co/importacion-1/farola-hyundai-excel-1993%E2%80%931994-derecho-depo,https://www.autolatas.co/cat/3079.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Excel Modelos 1993 A 1994 Depo,3078,https://www.partcar.com.co/importacion-1/farola-hyundai-excel-1993%E2%80%931994-izquierdo-depo,https://www.autolatas.co/cat/3078.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Elantra Modelos 2001 A 2003 Sm,3074,https://www.partcar.com.co/importacion-1/farola-hyundai-elantra-2001%E2%80%932003-izquierdo-sm,https://www.autolatas.co/cat/3074.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Elantra Modelos 2001 A 2003 Depo,3073,https://www.partcar.com.co/importacion-1/farola-hyundai-elantra-2001%E2%80%932003-derecho-depo,https://www.autolatas.co/cat/3073.jpg,2,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Elantra Modelos 2001 A 2003 Depo,3072,https://www.partcar.com.co/importacion-1/farola-hyundai-elantra-2001%E2%80%932003-izquierdo-depo,https://www.autolatas.co/cat/3072.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Atos Modelos 2005 A 2012 Depo,3068,https://www.partcar.com.co/importacion-1/farola-hyundai-atos-2005%E2%80%932012-derecho-depo,https://www.autolatas.co/cat/3068.jpg,2,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Atos Modelos 2005 A 2012 Depo,3067,https://www.partcar.com.co/importacion-1/farola-hyundai-atos-2005%E2%80%932012-izquierdo-depo,https://www.autolatas.co/cat/3067.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Atos Modelos 1999 A 2004 Isl,3066,https://www.partcar.com.co/importacion-1/farola-hyundai-atos-1999%E2%80%932004-derecho-isl,https://www.autolatas.co/cat/3066.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Vision Modelos 2006 A 2011 Depo,3063,https://www.partcar.com.co/importacion-1/farola-hyundai-vision-2006%E2%80%932011-derecho-depo,https://www.autolatas.co/cat/3063.jpg,2,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Vision Modelos 2006 A 2011 Depo,3062,https://www.partcar.com.co/importacion-1/farola-hyundai-vision-2006%E2%80%932011-izquierdo-depo,https://www.autolatas.co/cat/3062.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Verna Modelos 2000 A 2003 Depo,3057,https://www.partcar.com.co/importacion-1/farola-hyundai-verna-2000%E2%80%932003-derecho-depo,https://www.autolatas.co/cat/3057.jpg,2,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai Verna Modelos 2000 A 2003 Depo,3056,https://www.partcar.com.co/importacion-1/farola-hyundai-verna-2000%E2%80%932003-izquierdo-depo,https://www.autolatas.co/cat/3056.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai I25 Modelos 2012 A 2015 Sp,3055,https://www.partcar.com.co/importacion-1/farola-hyundai-i25-2012%E2%80%932015-derecho-sp,https://www.autolatas.co/cat/3055.jpg,2,lighting_headlamps,category_only,medium
Farola Izquierdo Para Hyundai I25 Modelos 2012 A 2015 Sp,3054,https://www.partcar.com.co/importacion-1/farola-hyundai-i25-2012%E2%80%932015-izquierdo-sp,https://www.autolatas.co/cat/3054.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Hyundai Gyro Modelos 2003 A 2006 Sm,3053,https://www.partcar.com.co/importacion-1/farola-hyundai-gyro-2003%E2%80%932006-derecho-sm,https://www.autolatas.co/cat/3053.jpg,2,lighting_headlamps,category_only,medium
